"","country.id","year","country.name","life.expectancy","fertility.rate","population","GDP.per.capita.Current.USD","region.value","incomeLevel.value"
"3663","GD",1982,"Grenada",65.2791707317073,4.243,93015,1023.80936352001,"Latin America & Caribbean","Upper middle income"
"3664","GD",1963,"Grenada",63.4125365853659,6.196,93338,NA,"Latin America & Caribbean","Upper middle income"
"3665","GD",1987,"Grenada",67.0341463414634,4.146,99296,1684.15270178303,"Latin America & Caribbean","Upper middle income"
"3666","GD",1960,"Grenada",63.1079268292683,6.743,89844,NA,"Latin America & Caribbean","Upper middle income"
"3667","GD",1998,"Grenada",72.7436829268293,2.762,101219,3367.103101155,"Latin America & Caribbean","Upper middle income"
"3668","GD",1976,"Grenada",64.6989024390244,4.385,91386,NA,"Latin America & Caribbean","Upper middle income"
"3669","GD",1983,"Grenada",65.4833658536585,4.245,95903,1055.34879252562,"Latin America & Caribbean","Upper middle income"
"3670","GD",1988,"Grenada",67.6214146341463,4.068,97978,1883.41597169117,"Latin America & Caribbean","Upper middle income"
"3671","GD",2007,"Grenada",75.146756097561,2.301,103368,7390.2477550311,"Latin America & Caribbean","Upper middle income"
"3672","GD",1986,"Grenada",66.5171951219512,4.2,100062,1439.21882926295,"Latin America & Caribbean","Upper middle income"
"3673","GD",1985,"Grenada",66.0871707317073,4.231,99824,1284.37152308959,"Latin America & Caribbean","Upper middle income"
"3674","GD",2008,"Grenada",75.3217804878049,2.28,103723,8024.7468796103,"Latin America & Caribbean","Upper middle income"
"3675","GD",2000,"Grenada",73.4077073170732,2.582,101522,5119.60953989992,"Latin America & Caribbean","Upper middle income"
"3676","GD",1974,"Grenada",64.5185853658537,4.479,93108,NA,"Latin America & Caribbean","Upper middle income"
"3677","GD",1971,"Grenada",64.218,4.561,94140,NA,"Latin America & Caribbean","Upper middle income"
"3678","GD",1980,"Grenada",65.0093170731707,4.251,88936,940.168360822658,"Latin America & Caribbean","Upper middle income"
"3679","GD",1993,"Grenada",70.7642926829268,3.401,98212,2548.15341289934,"Latin America & Caribbean","Upper middle income"
"3680","GD",1992,"Grenada",70.2019268292683,3.551,97113,2583.74075880083,"Latin America & Caribbean","Upper middle income"
"3681","GD",1966,"Grenada",63.7150975609756,5.3,94858,NA,"Latin America & Caribbean","Upper middle income"
"3682","GD",1991,"Grenada",69.5831951219512,3.701,96368,2506.74877660721,"Latin America & Caribbean","Upper middle income"
"3683","GD",2001,"Grenada",73.727,2.512,101731,5105.16801293781,"Latin America & Caribbean","Upper middle income"
"3684","GD",2005,"Grenada",74.7642682926829,2.345,102734,6788.48290603418,"Latin America & Caribbean","Upper middle income"
"3685","GD",1964,"Grenada",63.5132195121951,5.906,94050,NA,"Latin America & Caribbean","Upper middle income"
"3686","GD",2002,"Grenada",74.026512195122,2.455,101954,5297.81635815579,"Latin America & Caribbean","Upper middle income"
"3687","GD",1968,"Grenada",63.9164390243903,4.835,94846,NA,"Latin America & Caribbean","Upper middle income"
"3688","GD",2003,"Grenada",74.2989512195122,2.41,102195,5763.76528500508,"Latin America & Caribbean","Upper middle income"
"3689","GD",1973,"Grenada",64.4183902439025,4.512,93588,NA,"Latin America & Caribbean","Upper middle income"
"3690","GD",1965,"Grenada",63.6144146341464,5.597,94561,NA,"Latin America & Caribbean","Upper middle income"
"3691","GD",2009,"Grenada",75.4923414634146,2.258,104097,7449.86627657132,"Latin America & Caribbean","Upper middle income"
"3692","GD",1972,"Grenada",64.3186829268293,4.537,93896,NA,"Latin America & Caribbean","Upper middle income"
"3693","GE",1980,"Georgia",69.3627804878049,2.315,4467700,NA,"Europe & Central Asia","Lower middle income"
"3694","GE",1984,"Georgia",69.5999268292683,2.275,4622200,NA,"Europe & Central Asia","Lower middle income"
"3695","GE",2007,"Georgia",72.8413414634146,1.571,4388400,2318.12726132172,"Europe & Central Asia","Lower middle income"
"3696","GE",1989,"Georgia",70.1985609756098,2.217,4803300,NA,"Europe & Central Asia","Lower middle income"
"3697","GE",1969,"Georgia",66.8397073170732,2.609,4080300,NA,"Europe & Central Asia","Lower middle income"
"3698","GE",1997,"Georgia",70.8139512195122,1.756,4531600,774.680210871008,"Europe & Central Asia","Lower middle income"
"3699","GE",1990,"Georgia",70.2478780487805,2.18,4802000,1611.4108421544,"Europe & Central Asia","Lower middle income"
"3700","GE",1961,"Georgia",63.8277073170732,2.965,3703600,NA,"Europe & Central Asia","Lower middle income"
"3701","GE",2003,"Georgia",72.2758292682927,1.577,4328900,922.029739615273,"Europe & Central Asia","Lower middle income"
"3702","GE",1966,"Georgia",65.8107073170732,2.737,3966700,NA,"Europe & Central Asia","Lower middle income"
"3703","GE",1981,"Georgia",69.3865609756098,2.296,4504500,NA,"Europe & Central Asia","Lower middle income"
"3704","GE",1987,"Georgia",70.0147073170732,2.26,4743500,NA,"Europe & Central Asia","Lower middle income"
"3705","GE",1978,"Georgia",69.2523658536585,2.379,4397700,NA,"Europe & Central Asia","Lower middle income"
"3706","GE",1979,"Georgia",69.3270487804878,2.343,4430200,NA,"Europe & Central Asia","Lower middle income"
"3707","GE",2002,"Georgia",72.0686341463415,1.586,4357000,779.38459063659,"Europe & Central Asia","Lower middle income"
"3708","GE",1974,"Georgia",68.3911219512195,2.537,4279500,NA,"Europe & Central Asia","Lower middle income"
"3709","GE",1999,"Georgia",71.2931951219512,1.659,4452500,628.865657975276,"Europe & Central Asia","Lower middle income"
"3710","GE",1991,"Georgia",70.2768292682927,2.132,4835900,1310.47264249497,"Europe & Central Asia","Lower middle income"
"3711","GE",2011,"Georgia",NA,NA,4486000,3202.53379608335,"Europe & Central Asia","Lower middle income"
"3712","GE",1986,"Georgia",69.880512195122,2.269,4704500,NA,"Europe & Central Asia","Lower middle income"
"3713","GE",1985,"Georgia",69.7340731707317,2.273,4662900,NA,"Europe & Central Asia","Lower middle income"
"3714","GE",2008,"Georgia",72.9846341463415,1.568,4383700,2918.77739699363,"Europe & Central Asia","Lower middle income"
"3715","GE",2000,"Georgia",71.5630975609756,1.625,4418300,691.997705191985,"Europe & Central Asia","Lower middle income"
"3716","GE",1994,"Georgia",70.396512195122,1.946,4861600,517.087113049566,"Europe & Central Asia","Lower middle income"
"3717","GE",1970,"Georgia",67.1497073170732,2.595,3967800,NA,"Europe & Central Asia","Lower middle income"
"3718","GE",1968,"Georgia",66.5167073170732,2.637,4042300,NA,"Europe & Central Asia","Lower middle income"
"3719","GE",1960,"Georgia",63.4277073170732,2.964,3645600,NA,"Europe & Central Asia","Lower middle income"
"3720","GE",1977,"Georgia",69.122243902439,2.419,4372100,NA,"Europe & Central Asia","Lower middle income"
"3721","GE",1973,"Georgia",68.0801463414634,2.563,4242500,NA,"Europe & Central Asia","Lower middle income"
"3722","GE",1998,"Georgia",71.0381219512195,1.703,4487300,805.272689971326,"Europe & Central Asia","Lower middle income"
"3723","GE",2010,"Georgia",73.3273414634146,1.555,4452800,2613.69582781697,"Europe & Central Asia","Lower middle income"
"3724","GE",1988,"Georgia",70.1217073170732,2.243,4790700,NA,"Europe & Central Asia","Lower middle income"
"3725","GE",1996,"Georgia",70.6292926829268,1.815,4616100,670.461104849436,"Europe & Central Asia","Lower middle income"
"3726","GE",2009,"Georgia",73.1471463414634,1.563,4410800,2441.01665833044,"Europe & Central Asia","Lower middle income"
"3727","GE",1963,"Georgia",64.6337073170732,2.915,3816100,NA,"Europe & Central Asia","Lower middle income"
"3728","GE",1993,"Georgia",70.3386097560976,2.013,4911100,550.015394494186,"Europe & Central Asia","Lower middle income"
"3729","GE",1982,"Georgia",69.4243658536585,2.284,4542800,NA,"Europe & Central Asia","Lower middle income"
"3730","GE",1962,"Georgia",64.2297073170732,2.95,3760300,NA,"Europe & Central Asia","Lower middle income"
"3731","GE",1983,"Georgia",69.4941707317073,2.277,4582900,NA,"Europe & Central Asia","Lower middle income"
"3732","GE",1976,"Georgia",68.9301463414634,2.461,4342400,NA,"Europe & Central Asia","Lower middle income"
"3733","GE",2006,"Georgia",72.7142439024391,1.572,4398000,1761.11908088051,"Europe & Central Asia","Lower middle income"
"3734","GE",2004,"Georgia",72.4473414634146,1.574,4318300,1186.98653455213,"Europe & Central Asia","Lower middle income"
"3735","GE",1995,"Georgia",70.4902682926829,1.88,4734000,569.01814110096,"Europe & Central Asia","Lower middle income"
"3736","GE",2001,"Georgia",71.8267317073171,1.601,4386400,733.97041379006,"Europe & Central Asia","Lower middle income"
"3737","GE",1992,"Georgia",70.3020487804878,2.076,4873500,757.38393919697,"Europe & Central Asia","Lower middle income"
"3738","GE",1967,"Georgia",66.1737073170732,2.68,4005800,NA,"Europe & Central Asia","Lower middle income"
"3739","GE",1964,"Georgia",65.0357073170732,2.864,3870300,NA,"Europe & Central Asia","Lower middle income"
"3740","GE",1972,"Georgia",67.7671707317073,2.579,4205300,NA,"Europe & Central Asia","Lower middle income"
"3741","GE",1975,"Georgia",68.6816097560976,2.502,4311200,NA,"Europe & Central Asia","Lower middle income"
"3742","GE",1965,"Georgia",65.4297073170732,2.801,3921600,NA,"Europe & Central Asia","Lower middle income"
"3743","GE",1971,"Georgia",67.4566829268293,2.588,4009400,NA,"Europe & Central Asia","Lower middle income"
"3744","GE",2005,"Georgia",72.5887804878049,1.573,4361200,1470.04076346593,"Europe & Central Asia","Lower middle income"
"3745","GH",1980,"Ghana",53.1104390243902,6.539,10922708,406.971241096761,"Sub-Saharan Africa","Lower middle income"
"3746","GH",1971,"Ghana",49.3447317073171,6.936,8911291,272.585071444206,"Sub-Saharan Africa","Lower middle income"
"3747","GH",1990,"Ghana",56.8430243902439,5.616,14793415,397.879978985051,"Sub-Saharan Africa","Lower middle income"
"3748","GH",1995,"Ghana",57.9929268292683,5.058,16996901,379.918769093476,"Sub-Saharan Africa","Lower middle income"
"3749","GH",1989,"Ghana",56.3380487804878,5.725,14392619,364.696714779316,"Sub-Saharan Africa","Lower middle income"
"3750","GH",1991,"Ghana",57.2862926829268,5.505,15216133,433.722441102054,"Sub-Saharan Africa","Lower middle income"
"3751","GH",1979,"Ghana",52.785512195122,6.605,10664342,376.978514334559,"Sub-Saharan Africa","Lower middle income"
"3752","GH",2000,"Ghana",58.382243902439,4.656,19165490,259.711011313779,"Sub-Saharan Africa","Lower middle income"
"3753","GH",1999,"Ghana",58.1348048780488,4.716,18715676,411.944060213664,"Sub-Saharan Africa","Lower middle income"
"3754","GH",1987,"Ghana",55.3458536585366,5.935,13638708,372.090237007089,"Sub-Saharan Africa","Lower middle income"
"3755","GH",1963,"Ghana",46.8717804878049,6.862,7399678,208.153754739091,"Sub-Saharan Africa","Lower middle income"
"3756","GH",1977,"Ghana",52.05,6.721,10290712,309.943851504152,"Sub-Saharan Africa","Lower middle income"
"3757","GH",1968,"Ghana",48.161512195122,6.957,8310713,200.489318992773,"Sub-Saharan Africa","Lower middle income"
"3758","GH",2011,"Ghana",64.2243170731707,4.1,24965816,1570.13317932545,"Sub-Saharan Africa","Lower middle income"
"3759","GH",1969,"Ghana",48.5126585365854,6.957,8484140,231.10198866147,"Sub-Saharan Africa","Lower middle income"
"3760","GH",1970,"Ghana",48.9089512195122,6.95,8681818,255.030882298488,"Sub-Saharan Africa","Lower middle income"
"3761","GH",1997,"Ghana",57.9551219512195,4.866,17855250,385.546245274555,"Sub-Saharan Africa","Lower middle income"
"3762","GH",1988,"Ghana",55.8246829268293,5.831,14010951,370.784418937727,"Sub-Saharan Africa","Lower middle income"
"3763","GH",1962,"Ghana",46.6138048780488,6.827,7179577,192.461437534919,"Sub-Saharan Africa","Lower middle income"
"3764","GH",1984,"Ghana",54.2455365853659,6.223,12462279,354.050803180411,"Sub-Saharan Africa","Lower middle income"
"3765","GH",2001,"Ghana",58.7555365853659,4.607,19632265,270.430248573012,"Sub-Saharan Africa","Lower middle income"
"3766","GH",1976,"Ghana",51.6409756097561,6.771,10119038,273.280822210251,"Sub-Saharan Africa","Lower middle income"
"3767","GH",2010,"Ghana",63.8372682926829,4.17,24391823,1319.07224891779,"Sub-Saharan Africa","Lower middle income"
"3768","GH",1996,"Ghana",57.9684878048781,4.957,17429209,397.351949360356,"Sub-Saharan Africa","Lower middle income"
"3769","GH",1986,"Ghana",54.9205609756098,6.035,13261929,431.883077576194,"Sub-Saharan Africa","Lower middle income"
"3770","GH",2009,"Ghana",63.3881707317073,4.236,23824402,1090.41718145621,"Sub-Saharan Africa","Lower middle income"
"3771","GH",1961,"Ghana",46.3184390243902,6.789,6958364,187.071586184362,"Sub-Saharan Africa","Lower middle income"
"3772","GH",1998,"Ghana",58.001243902439,4.786,18281113,408.838283179197,"Sub-Saharan Africa","Lower middle income"
"3773","GH",1966,"Ghana",47.5802195121951,6.937,7986643,266.159080181209,"Sub-Saharan Africa","Lower middle income"
"3774","GH",1983,"Ghana",53.9646585365854,6.31,12039663,336.992409724508,"Sub-Saharan Africa","Lower middle income"
"3775","GH",1994,"Ghana",57.9690731707317,5.166,16554855,328.63591924313,"Sub-Saharan Africa","Lower middle income"
"3776","GH",1985,"Ghana",54.5554146341463,6.131,12871965,349.934302375909,"Sub-Saharan Africa","Lower middle income"
"3777","GH",2007,"Ghana",62.300243902439,4.352,22712403,1084.5387168886,"Sub-Saharan Africa","Lower middle income"
"3778","GH",1964,"Ghana",47.1062682926829,6.893,7610752,227.397978191059,"Sub-Saharan Africa","Lower middle income"
"3779","GH",1975,"Ghana",51.2058536585366,6.815,9922663,283.200818971533,"Sub-Saharan Africa","Lower middle income"
"3780","GH",1992,"Ghana",57.6300487804878,5.392,15655847,409.599372362649,"Sub-Saharan Africa","Lower middle income"
"3781","GH",1978,"Ghana",52.4317073170732,6.665,10461377,350.096892076932,"Sub-Saharan Africa","Lower middle income"
"3782","GH",2006,"Ghana",61.6813658536585,4.402,22170556,919.612346741408,"Sub-Saharan Africa","Lower middle income"
"3783","GH",1974,"Ghana",50.7479024390244,6.855,9692196,298.639450089424,"Sub-Saharan Africa","Lower middle income"
"3784","GH",2002,"Ghana",59.2321951219512,4.564,20114361,306.227344752315,"Sub-Saharan Africa","Lower middle income"
"3785","GH",2004,"Ghana",60.3966097560976,4.487,21119911,420.07146881259,"Sub-Saharan Africa","Lower middle income"
"3786","GH",1965,"Ghana",47.3360243902439,6.918,7807845,262.930297441194,"Sub-Saharan Africa","Lower middle income"
"3787","GH",2003,"Ghana",59.7857317073171,4.525,20610897,369.909418573472,"Sub-Saharan Africa","Lower middle income"
"3788","GH",1973,"Ghana",50.277756097561,6.888,9435673,261.309796046622,"Sub-Saharan Africa","Lower middle income"
"3789","GH",1960,"Ghana",45.9767073170732,6.749,6742107,180.530017992902,"Sub-Saharan Africa","Lower middle income"
"3790","GH",2008,"Ghana",62.8735121951219,4.297,23264176,1226.21675486537,"Sub-Saharan Africa","Lower middle income"
"3791","GH",1967,"Ghana",47.852243902439,6.95,8150359,212.783678783322,"Sub-Saharan Africa","Lower middle income"
"3792","GH",1972,"Ghana",49.8064146341463,6.915,9167822,231.805427136475,"Sub-Saharan Africa","Lower middle income"
"3793","GH",1981,"Ghana",53.4090731707317,6.468,11246007,375.461433010682,"Sub-Saharan Africa","Lower middle income"
"3794","GH",1993,"Ghana",57.8559512195122,5.278,16105502,370.414053015028,"Sub-Saharan Africa","Lower middle income"
"3795","GH",2005,"Ghana",61.0383170731707,4.447,21639806,495.399357711436,"Sub-Saharan Africa","Lower middle income"
"3796","GH",1982,"Ghana",53.6894634146342,6.392,11624726,347.190509414187,"Sub-Saharan Africa","Lower middle income"
"3797","GL",1987,"Greenland",NA,NA,54100,14554.3520762171,"Europe & Central Asia","High income: nonOECD"
"3798","GL",1994,"Greenland",NA,2.47,55500,18124.1007573944,"Europe & Central Asia","High income: nonOECD"
"3799","GL",1960,"Greenland",NA,NA,32500,NA,"Europe & Central Asia","High income: nonOECD"
"3800","GL",1970,"Greenland",NA,NA,46400,1498.27649295437,"Europe & Central Asia","High income: nonOECD"
"3801","GL",1980,"Greenland",NA,NA,50200,9483.10296840521,"Europe & Central Asia","High income: nonOECD"
"3802","GL",1986,"Greenland",NA,NA,53500,11271.3330380617,"Europe & Central Asia","High income: nonOECD"
"3803","GL",1989,"Greenland",NA,NA,55300,16813.7414501107,"Europe & Central Asia","High income: nonOECD"
"3804","GL",1990,"Greenland",NA,2.44,55600,18326.9285151847,"Europe & Central Asia","High income: nonOECD"
"3805","GL",1977,"Greenland",NA,NA,49400,5713.96301706019,"Europe & Central Asia","High income: nonOECD"
"3806","GL",2004,"Greenland",NA,2.42,56911,28903.9358328181,"Europe & Central Asia","High income: nonOECD"
"3807","GL",1962,"Greenland",NA,NA,35000,NA,"Europe & Central Asia","High income: nonOECD"
"3808","GL",1978,"Greenland",63.4146341463415,NA,49200,7235.51683745601,"Europe & Central Asia","High income: nonOECD"
"3809","GL",1996,"Greenland",NA,2.49,55900,21422.4622168251,"Europe & Central Asia","High income: nonOECD"
"3810","GL",2006,"Greenland",NA,2.26,56774,30620.2155288913,"Europe & Central Asia","High income: nonOECD"
"3811","GL",1983,"Greenland",NA,NA,52100,7988.17823859827,"Europe & Central Asia","High income: nonOECD"
"3812","GL",1999,"Greenland",65.4390243902439,2.34,56100,20170.322763798,"Europe & Central Asia","High income: nonOECD"
"3813","GL",1981,"Greenland",NA,NA,51000,8544.0983111801,"Europe & Central Asia","High income: nonOECD"
"3814","GL",1961,"Greenland",NA,NA,33700,NA,"Europe & Central Asia","High income: nonOECD"
"3815","GL",1968,"Greenland",NA,NA,43400,NA,"Europe & Central Asia","High income: nonOECD"
"3816","GL",1985,"Greenland",NA,NA,53200,7760.83450802386,"Europe & Central Asia","High income: nonOECD"
"3817","GL",1979,"Greenland",NA,NA,49600,8480.76199533072,"Europe & Central Asia","High income: nonOECD"
"3818","GL",1997,"Greenland",65.2853658536585,2.683,56000,19145.6144069473,"Europe & Central Asia","High income: nonOECD"
"3819","GL",2003,"Greenland",NA,2.361,56765,25129.0765454895,"Europe & Central Asia","High income: nonOECD"
"3820","GL",1988,"Greenland",NA,NA,54800,16397.9501938761,"Europe & Central Asia","High income: nonOECD"
"3821","GL",1991,"Greenland",NA,2.41,55500,18315.3156087397,"Europe & Central Asia","High income: nonOECD"
"3822","GL",1975,"Greenland",NA,NA,49600,4257.91257432112,"Europe & Central Asia","High income: nonOECD"
"3823","GL",1976,"Greenland",NA,NA,49700,4844.65625100608,"Europe & Central Asia","High income: nonOECD"
"3824","GL",1992,"Greenland",65.3414634146341,2.53,55300,18768.8264960747,"Europe & Central Asia","High income: nonOECD"
"3825","GL",2010,"Greenland",NA,2.359,56533,NA,"Europe & Central Asia","High income: nonOECD"
"3826","GL",2011,"Greenland",NA,NA,56744,NA,"Europe & Central Asia","High income: nonOECD"
"3827","GL",1969,"Greenland",NA,NA,44900,NA,"Europe & Central Asia","High income: nonOECD"
"3828","GL",1963,"Greenland",NA,NA,36400,NA,"Europe & Central Asia","High income: nonOECD"
"3829","GL",2001,"Greenland",66.9268292682927,2.451,56350,19275.4328079683,"Europe & Central Asia","High income: nonOECD"
"3830","GL",1974,"Greenland",NA,NA,49500,3432.70594066779,"Europe & Central Asia","High income: nonOECD"
"3831","GL",1998,"Greenland",65.3365853658537,2.39,56100,20496.5798031634,"Europe & Central Asia","High income: nonOECD"
"3832","GL",2005,"Greenland",NA,2.3,56935,29903.284035428,"Europe & Central Asia","High income: nonOECD"
"3833","GL",1967,"Greenland",NA,NA,41900,NA,"Europe & Central Asia","High income: nonOECD"
"3834","GL",1984,"Greenland",NA,NA,52700,7198.708040151,"Europe & Central Asia","High income: nonOECD"
"3835","GL",2008,"Greenland",68.3541463414634,2.247,56328,30883.0349660334,"Europe & Central Asia","High income: nonOECD"
"3836","GL",1995,"Greenland",NA,2.53,55800,21665.8308063995,"Europe & Central Asia","High income: nonOECD"
"3837","GL",1971,"Greenland",NA,NA,47200,1876.50422354843,"Europe & Central Asia","High income: nonOECD"
"3838","GL",2000,"Greenland",65.9268292682927,2.308,56200,19004.0034517255,"Europe & Central Asia","High income: nonOECD"
"3839","GL",2007,"Greenland",68.4390243902439,2.23,56555,37516.7509225391,"Europe & Central Asia","High income: nonOECD"
"3840","GL",1966,"Greenland",NA,NA,40500,NA,"Europe & Central Asia","High income: nonOECD"
"3841","GL",2009,"Greenland",NA,2.359,56323,22507.8887155204,"Europe & Central Asia","High income: nonOECD"
"3842","GL",1982,"Greenland",NA,NA,51500,7813.65159517008,"Europe & Central Asia","High income: nonOECD"
"3843","GL",1973,"Greenland",NA,NA,49000,2860.28068820042,"Europe & Central Asia","High income: nonOECD"
"3844","GL",1964,"Greenland",NA,NA,37600,NA,"Europe & Central Asia","High income: nonOECD"
"3845","GL",1965,"Greenland",NA,NA,39200,NA,"Europe & Central Asia","High income: nonOECD"
"3846","GL",2002,"Greenland",68.8634146341464,2.489,56609,20652.8412682386,"Europe & Central Asia","High income: nonOECD"
"3847","GL",1993,"Greenland",NA,2.57,55200,16797.3573901144,"Europe & Central Asia","High income: nonOECD"
"3848","GL",1972,"Greenland",NA,NA,48300,2196.71433693896,"Europe & Central Asia","High income: nonOECD"
"3849","GM",1985,"Gambia, The",51.4521219512195,6.223,768460,293.73859173055,"Sub-Saharan Africa","Low income"
"3850","GM",1997,"Gambia, The",54.2402682926829,5.831,1191155,674.667883638923,"Sub-Saharan Africa","Low income"
"3851","GM",1990,"Gambia, The",53.1250487804878,6.09,966151,328.039349816772,"Sub-Saharan Africa","Low income"
"3852","GM",1995,"Gambia, The",53.7135365853659,5.933,1126183,697.787509069169,"Sub-Saharan Africa","Low income"
"3853","GM",2006,"Gambia, The",56.9266585365854,5.208,1547259,431.176511064682,"Sub-Saharan Africa","Low income"
"3854","GM",1970,"Gambia, The",38.2423658536585,6.093,458663,114.018535714762,"Sub-Saharan Africa","Low income"
"3855","GM",1984,"Gambia, The",50.7813658536585,6.252,735056,241.261772199337,"Sub-Saharan Africa","Low income"
"3856","GM",1962,"Gambia, The",34.0109756097561,5.672,389768,NA,"Sub-Saharan Africa","Low income"
"3857","GM",1980,"Gambia, The",47.5411707317073,6.337,629786,382.801672513719,"Sub-Saharan Africa","Low income"
"3858","GM",1988,"Gambia, The",52.7760487804878,6.139,887224,300.562397066765,"Sub-Saharan Africa","Low income"
"3859","GM",1989,"Gambia, The",52.9915609756098,6.114,927937,306.143207728066,"Sub-Saharan Africa","Low income"
"3860","GM",1967,"Gambia, The",35.8623658536585,5.938,426005,109.611410115109,"Sub-Saharan Africa","Low income"
"3861","GM",1966,"Gambia, The",35.3063170731707,5.884,417350,105.935278348698,"Sub-Saharan Africa","Low income"
"3862","GM",2005,"Gambia, The",56.6400731707317,5.281,1503678,423.039697039063,"Sub-Saharan Africa","Low income"
"3863","GM",1969,"Gambia, The",37.3421463414634,6.043,446488,101.163015009201,"Sub-Saharan Africa","Low income"
"3864","GM",1978,"Gambia, The",45.7965853658537,6.342,589570,291.454894241017,"Sub-Saharan Africa","Low income"
"3865","GM",2007,"Gambia, The",57.2200487804878,5.133,1591357,523.455783413545,"Sub-Saharan Africa","Low income"
"3866","GM",1987,"Gambia, The",52.4534634146342,6.166,845642,260.897288169889,"Sub-Saharan Africa","Low income"
"3867","GM",1963,"Gambia, The",34.2559024390244,5.723,396158,NA,"Sub-Saharan Africa","Low income"
"3868","GM",1999,"Gambia, The",54.8450731707317,5.708,1260283,646.461199396997,"Sub-Saharan Africa","Low income"
"3869","GM",1979,"Gambia, The",46.6738780487805,6.343,608680,340.265288104901,"Sub-Saharan Africa","Low income"
"3870","GM",1965,"Gambia, The",34.8688048780488,5.83,409450,NA,"Sub-Saharan Africa","Low income"
"3871","GM",1973,"Gambia, The",41.2051707317073,6.226,504267,149.103091196763,"Sub-Saharan Africa","Low income"
"3872","GM",1994,"Gambia, The",53.5204634146342,5.974,1094974,682.188741368716,"Sub-Saharan Africa","Low income"
"3873","GM",1983,"Gambia, The",50.0315853658537,6.28,704894,302.809504142783,"Sub-Saharan Africa","Low income"
"3874","GM",2004,"Gambia, The",56.3548536585366,5.354,1460493,396.305297007535,"Sub-Saharan Africa","Low income"
"3875","GM",1974,"Gambia, The",42.1739512195122,6.262,521186,183.803927646076,"Sub-Saharan Africa","Low income"
"3876","GM",2011,"Gambia, The",58.4847073170732,4.814,1776103,624.573347342298,"Sub-Saharan Africa","Low income"
"3877","GM",1961,"Gambia, The",33.7785609756098,5.621,382164,NA,"Sub-Saharan Africa","Low income"
"3878","GM",1977,"Gambia, The",44.9092926829268,6.333,571891,241.467562523751,"Sub-Saharan Africa","Low income"
"3879","GM",1986,"Gambia, The",52.0128292682927,6.194,805491,230.042600176814,"Sub-Saharan Africa","Low income"
"3880","GM",1972,"Gambia, The",40.2113902439024,6.185,487790,121.282879090151,"Sub-Saharan Africa","Low income"
"3881","GM",1971,"Gambia, The",39.2116097560976,6.141,472432,117.961221587215,"Sub-Saharan Africa","Low income"
"3882","GM",1991,"Gambia, The",53.209,6.066,1001252,684.00375839138,"Sub-Saharan Africa","Low income"
"3883","GM",1981,"Gambia, The",48.3959756097561,6.324,652817,335.113363857484,"Sub-Saharan Africa","Low income"
"3884","GM",2000,"Gambia, The",55.156756097561,5.64,1297084,606.487524452039,"Sub-Saharan Africa","Low income"
"3885","GM",1968,"Gambia, The",36.5429756097561,5.991,435647,94.480315105354,"Sub-Saharan Africa","Low income"
"3886","GM",2002,"Gambia, The",55.768756097561,5.498,1376035,424.455397658971,"Sub-Saharan Africa","Low income"
"3887","GM",2003,"Gambia, The",56.0655609756098,5.426,1417818,360.906420771617,"Sub-Saharan Africa","Low income"
"3888","GM",1982,"Gambia, The",49.2307804878049,6.305,677685,318.806717141401,"Sub-Saharan Africa","Low income"
"3889","GM",1964,"Gambia, The",34.5303414634146,5.776,402436,NA,"Sub-Saharan Africa","Low income"
"3890","GM",1976,"Gambia, The",44.016512195122,6.316,554910,202.178409343248,"Sub-Saharan Africa","Low income"
"3891","GM",1996,"Gambia, The",53.9596341463415,5.885,1158308,732.9241573193,"Sub-Saharan Africa","Low income"
"3892","GM",2009,"Gambia, The",57.8382195121951,4.977,1681734,584.775368588796,"Sub-Saharan Africa","Low income"
"3893","GM",1993,"Gambia, The",53.3804390243902,6.009,1064522,708.157065528623,"Sub-Saharan Africa","Low income"
"3894","GM",2010,"Gambia, The",58.1600243902439,4.896,1728394,607.592271935326,"Sub-Saharan Africa","Low income"
"3895","GM",1998,"Gambia, The",54.5374146341464,5.772,1225044,685.922521035683,"Sub-Saharan Africa","Low income"
"3896","GM",2008,"Gambia, The",57.524243902439,5.056,1636107,633.791220466135,"Sub-Saharan Africa","Low income"
"3897","GM",1992,"Gambia, The",53.2834634146341,6.039,1033748,691.575184254222,"Sub-Saharan Africa","Low income"
"3898","GM",1960,"Gambia, The",33.5446341463415,5.573,372625,NA,"Sub-Saharan Africa","Low income"
"3899","GM",2001,"Gambia, The",55.4654878048781,5.57,1335674,515.463928202261,"Sub-Saharan Africa","Low income"
"3900","GM",1975,"Gambia, The",43.1097317073171,6.293,538110,214.044968467064,"Sub-Saharan Africa","Low income"
"3901","GN",1990,"Guinea",43.6706829268293,6.745,5759374,463.004516969394,"Sub-Saharan Africa","Low income"
"3902","GN",2000,"Guinea",48.1101463414634,5.991,8344486,372.984335821239,"Sub-Saharan Africa","Low income"
"3903","GN",1985,"Guinea",41.2764878048781,6.929,4923603,NA,"Sub-Saharan Africa","Low income"
"3904","GN",1989,"Guinea",43.2059268292683,6.797,5506436,441.670325494919,"Sub-Saharan Africa","Low income"
"3905","GN",1970,"Guinea",33.9579268292683,6.844,4153653,NA,"Sub-Saharan Africa","Low income"
"3906","GN",1996,"Guinea",46.0488292682927,6.313,7805735,495.665337206084,"Sub-Saharan Africa","Low income"
"3907","GN",1988,"Guinea",42.7276829268293,6.842,5315182,448.582148969779,"Sub-Saharan Africa","Low income"
